id,param
236,"{""a"": -23308.354048423196, ""b"": -60067.649147652264, ""c"": 3977619.722972774}"
237,"{""a"": -29274.52947429249, ""b"": -51329.48330972762, ""c"": 4041502.2539215935}"
238,"{""a"": -47246.72407702371, ""b"": -40517.97762766631, ""c"": 4847276.829538259}"
239,"{""a"": -13938.574218753953, ""b"": -45287.9616477579, ""c"": 2750174.3056655442}"
240,"{""a"": -32223.25994323976, ""b"": -31817.444957465934, ""c"": 3472369.377592793}"
241,"{""a"": -37377.80539764412, ""b"": -15100.328480179152, ""c"": 3165144.6098268735}"
242,"{""a"": 15213.267933142717, ""b"": -26140.869140585593, ""c"": -7759.607156063802}"
243,"{""a"": 3467.4449572333156, ""b"": -8363.432173254958, ""c"": 95516.4791792691}"
244,"{""a"": 39866.74804673846, ""b"": 35772.56303270652, ""c"": -4147954.174369495}"
245,"{""a"": 23457.248757250567, ""b"": 42458.72247857956, ""c"": -3285948.9466887037}"
246,"{""a"": 46572.56303257819, ""b"": 53792.13867194175, ""c"": -5320794.326417871}"
247,"{""a"": 16396.35564617183, ""b"": 61271.95046178218, ""c"": -3545020.7682677545}"
248,"{""a"": 14553.808593966158, ""b"": 62662.89950272745, ""c"": -3473525.724985938}"
249,"{""a"": 25807.12446708609, ""b"": 57467.484907951715, ""c"": -4040684.0132945227}"
250,"{""a"": 37030.87713062997, ""b"": 24565.110085267683, ""c"": -3510344.557515351}"
251,"{""a"": 1385.99520595267, ""b"": -17442.014382105353, ""c"": 597933.2102560466}"
252,"{""a"": -5665.070134742082, ""b"": -51342.54705268526, ""c"": 2422467.3580623376}"
253,"{""a"": -3264.537464468685, ""b"": -58239.80379973452, ""c"": 2530342.9833811573}"
254,"{""a"": -29835.8309657544, ""b"": -35893.652343680114, ""c"": 3471418.4944823533}"
255,"{""a"": -59833.620383983594, ""b"": -18256.960227085307, ""c"": 4834085.646541905}"
256,"{""a"": -50341.1132814443, ""b"": -25906.960227143165, ""c"": 4484661.539681072}"
257,"{""a"": 978.5422585861332, ""b"": -40709.49928984723, ""c"": 1545410.460414518}"
258,"{""a"": -30069.77982963311, ""b"": -36366.58380664509, ""c"": 3506125.354557947}"
259,"{""a"": 30050.1642401161, ""b"": -37495.618785542865, ""c"": -578513.7653448447}"
260,"{""a"": 39048.566228576055, ""b"": -34008.518288358624, ""c"": -1334463.831695583}"
261,"{""a"": 61407.78142764062, ""b"": -19389.271129344765, ""c"": -3448350.2182253376}"
262,"{""a"": 34270.39240078978, ""b"": -32532.555042858556, ""c"": -1064525.4347977964}"
263,"{""a"": 12100.861150539171, ""b"": -43096.92826709144, ""c"": 876141.8054459272}"
264,"{""a"": -32277.232777056335, ""b"": -43450.36843039401, ""c"": 3938860.671496648}"
265,"{""a"": -41598.033557965304, ""b"": -50087.46892774498, ""c"": 4841645.271700531}"
266,"{""a"": -28493.98082371725, ""b"": -54535.09410542402, ""c"": 4117180.026291721}"
267,"{""a"": -34445.41459540666, ""b"": -42656.71608653611, ""c"": 4056436.0796072083}"
268,"{""a"": 10430.969238275533, ""b"": -15008.722478771422, ""c"": -120259.76200518082}"
269,"{""a"": 27570.47776427292, ""b"": 3829.074929008035, ""c"": -2042824.2884993874}"
270,"{""a"": 26630.284705642887, ""b"": -2956.9202771687633, ""c"": -1709904.947458835}"
271,"{""a"": -20431.61399143587, ""b"": -49061.425781476035, ""c"": 3344424.747897611}"
272,"{""a"": -27423.832564016942, ""b"": -46690.336470069495, ""c"": 3730251.807137082}"
273,"{""a"": -32812.32688209011, ""b"": -40722.563032738886, ""c"": 3863903.9944143803}"
274,"{""a"": -52080.548650479686, ""b"": -38891.441761162656, ""c"": 5113161.9145145705}"
275,"{""a"": 24365.43856545656, ""b"": -15571.582031286947, ""c"": -1052652.518694328}"
276,"{""a"": 57020.720880549714, ""b"": 7537.100497184685, ""c"": -4206376.016493636}"
277,"{""a"": 29603.440163243857, ""b"": -12942.014382048845, ""c"": -1515849.7990946847}"
278,"{""a"": 28219.122869288967, ""b"": -52309.62357957304, ""c"": 135551.94802333644}"
279,"{""a"": 26991.810191781868, ""b"": -65027.43696730847, ""c"": 722564.3234674421}"
280,"{""a"": -27343.652343744307, ""b"": -50897.46093759802, ""c"": 3891917.7636753595}"
281,"{""a"": -24959.45933951369, ""b"": -40171.08931102925, ""c"": 3304253.300031913}"
282,"{""a"": -38089.59960919809, ""b"": -38443.07972306464, ""c"": 4136883.2827658462}"
283,"{""a"": -50413.14364372852, ""b"": -37273.095702995204, ""c"": 4936266.869591857}"
284,"{""a"": -32921.99041191218, ""b"": -10353.275923378307, ""c"": 2671675.4107907247}"
285,"{""a"": -41858.149857980185, ""b"": 4794.513494285042, ""c"": 2686047.5629247674}"
286,"{""a"": -23085.8309657605, ""b"": -16579.68750007324, ""c"": 2242768.4163634367}"
287,"{""a"": 22904.17702412058, ""b"": -27522.030362262056, ""c"": -481007.0008230607}"
288,"{""a"": -11281.081321007805, ""b"": -38241.850142084615, ""c"": 2289119.9618258076}"
289,"{""a"": 9983.456143447687, ""b"": -37746.0271660993, ""c"": 809957.7300279456}"
290,"{""a"": 25982.186612401274, ""b"": -17073.832564036857, ""c"": -1105507.5681954876}"
291,"{""a"": 20991.27752129028, ""b"": -5350.901100868716, ""c"": -1226385.9440511705}"
292,"{""a"": 8621.990412013436, ""b"": 20524.93785509497, ""c"": -1400289.8814967861}"
293,"{""a"": 13351.06534093558, ""b"": 28111.09730103587, ""c"": -2024867.98130999}"
