id,param
217,"{""a"": 12284.107430487062, ""b"": -64106.65752705172, ""c"": 1694287.6009738364}"
218,"{""a"": -21054.985489715942, ""b"": -37734.61111250019, ""c"": 2941766.781777488}"
219,"{""a"": -2593.9867901267594, ""b"": -61127.61044522822, ""c"": 2598114.468617995}"
220,"{""a"": -34574.631302982896, ""b"": -26776.250111427973, ""c"": 3434289.49661465}"
221,"{""a"": 57528.529326852666, ""b"": 29139.405443127835, ""c"": -5097877.397134104}"
222,"{""a"": 40320.1715767928, ""b"": 44806.25734324656, ""c"": -4536273.411600196}"
223,"{""a"": -32564.182597630403, ""b"": -58292.01090476454, ""c"": 4545414.381169248}"
224,"{""a"": -32600.271431561854, ""b"": -38764.37708535879, ""c"": 3775723.944395155}"
225,"{""a"": 27323.675832598707, ""b"": -2839.131498225368, ""c"": -1762203.4630753992}"
226,"{""a"": -31049.268977902095, ""b"": -56560.077877592055, ""c"": 4369262.515648014}"
227,"{""a"": 36719.730657292435, ""b"": -21680.415923730587, ""c"": -1658631.1385647957}"
228,"{""a"": -47582.60797510577, ""b"": -15586.046788014602, ""c"": 3884348.9606208177}"
231,"{""a"": 20236.341529745427, ""b"": 62813.86228600195, ""c"": -3869720.332009628}"
232,"{""a"": 5230.371373497462, ""b"": 39302.5445135808, ""c"": -1909734.1418124281}"
233,"{""a"": -28296.454905117094, ""b"": -60965.874677382526, ""c"": 4356920.561632196}"
234,"{""a"": -15032.67801957035, ""b"": -69802.00500620916, ""c"": 3795588.307583446}"
235,"{""a"": -50742.46542478101, ""b"": -19562.071177788544, ""c"": 4261372.201401566}"
237,"{""a"": -57100.25070103689, ""b"": -837.1157000941457, ""c"": 3954570.0901949327}"
238,"{""a"": 33106.47636719004, ""b"": 60781.721299130564, ""c"": -4672830.770419955}"
239,"{""a"": 51940.2534067682, ""b"": 12933.202124536561, ""c"": -4073679.206966061}"
240,"{""a"": -23203.26282755329, ""b"": -64694.56595506547, ""c"": 4154669.2550337906}"
241,"{""a"": -62797.88376379625, ""b"": -15355.27031243885, ""c"": 4922917.257874254}"
242,"{""a"": -51788.57473631657, ""b"": -20979.854863106462, ""c"": 4389239.802195871}"
244,"{""a"": -52306.6790876067, ""b"": 12343.042557655936, ""c"": 3104341.9964700155}"
245,"{""a"": 16111.170208940859, ""b"": -19116.84816032674, ""c"": -348062.0079302935}"
246,"{""a"": 45282.19587698122, ""b"": -25437.56080665128, ""c"": -2097423.715588185}"
247,"{""a"": 13360.3792522637, ""b"": -58658.210255349884, ""c"": 1405780.9817047468}"
248,"{""a"": 2956.0560806046383, ""b"": -70161.96962338829, ""c"": 2574325.4034150937}"
249,"{""a"": 48947.20808165949, ""b"": -44832.452497858074, ""c"": -1586389.8476408843}"
251,"{""a"": 21624.096505958496, ""b"": -66123.55994100968, ""c"": 1132990.5690997292}"
252,"{""a"": 30963.776225399663, ""b"": 41415.25093795679, ""c"": -3759926.5694195894}"
253,"{""a"": -56198.16629303431, ""b"": -12632.30939244607, ""c"": 4357231.670569091}"
254,"{""a"": -38464.8940742587, ""b"": -33905.7158990499, ""c"": 3983308.2032098826}"
255,"{""a"": 38509.892212965504, ""b"": 55954.82058316955, ""c"": -4852840.40640152}"
256,"{""a"": 45986.43545208831, ""b"": -25078.91067874673, ""c"": -2164109.0436426527}"
257,"{""a"": 45621.81894484089, ""b"": -53598.743947784766, ""c"": -1011337.480447772}"
258,"{""a"": -46160.803654276104, ""b"": -43578.98356540812, ""c"": 4897757.046749219}"
259,"{""a"": 32144.24357629751, ""b"": -53125.27109448126, ""c"": -101526.56642359191}"
260,"{""a"": 50956.16643570865, ""b"": 19336.512670456097, ""c"": -4259327.85364306}"
261,"{""a"": 15937.02069534175, ""b"": -38326.36843337565, ""c"": 423686.0639416826}"
262,"{""a"": -39205.34571522747, ""b"": -44301.235848316835, ""c"": 4443882.2803573515}"
263,"{""a"": -43891.781797910764, ""b"": -1171.278555293713, ""c"": 3061342.5787742715}"
264,"{""a"": 8817.974035380046, ""b"": -23454.70117652937, ""c"": 324914.44235797663}"
265,"{""a"": 10731.460374570916, ""b"": 66223.47346278405, ""c"": -3351916.4063319983}"
266,"{""a"": 17734.36061617148, ""b"": 53745.71843177226, ""c"": -3339320.103017146}"
267,"{""a"": -50311.522334900634, ""b"": -47701.15275801918, ""c"": 5344485.338429997}"
268,"{""a"": 21133.23967908676, ""b"": -66449.28929596074, ""c"": 1179004.4878380548}"
269,"{""a"": -30296.898584600127, ""b"": -46866.1842141078, ""c"": 3937865.086402057}"
270,"{""a"": -26599.50433709619, ""b"": -39519.891136634425, ""c"": 3393314.816349058}"
271,"{""a"": 28218.885872756888, ""b"": 5811.707318569126, ""c"": -2165777.124769743}"
273,"{""a"": -21143.231241417703, ""b"": -61950.467530177295, ""c"": 3903508.509452565}"
274,"{""a"": -54272.817296987814, ""b"": -23681.232018278257, ""c"": 4663674.036194349}"
275,"{""a"": -18694.482096473737, ""b"": -40650.307612290766, ""c"": 2894345.867406993}"
276,"{""a"": 23923.90982902974, ""b"": -57592.9260136867, ""c"": 637068.9824667346}"
277,"{""a"": 1069.1025580970204, ""b"": -54955.16570454891, ""c"": 2102434.9905724702}"
278,"{""a"": 51550.66322808516, ""b"": 32375.48450575734, ""c"": -4815625.401132021}"
279,"{""a"": -53761.22125818374, ""b"": -24559.859344508688, ""c"": 4666293.956030843}"
280,"{""a"": -28921.98029275976, ""b"": -52373.982968248514, ""c"": 4061136.587487322}"
281,"{""a"": 40825.29466608981, ""b"": -46699.81235330718, ""c"": -950980.0057262188}"
282,"{""a"": -7014.863840984223, ""b"": -68783.79306307717, ""c"": 3204129.6779481694}"
283,"{""a"": -42642.94119015221, ""b"": -48933.132557047196, ""c"": 4863999.508166032}"
284,"{""a"": 27611.287382094884, ""b"": 203.01444370090758, ""c"": -1902258.781847368}"
285,"{""a"": 42191.724425218876, ""b"": -48256.98795447494, ""c"": -983349.4272158304}"
286,"{""a"": -35202.6770632622, ""b"": -39370.538549115285, ""c"": 3975409.558884432}"
289,"{""a"": -55724.14801389483, ""b"": -27910.3970041195, ""c"": 4933560.184565165}"
290,"{""a"": -49540.96645764227, ""b"": -11248.509514617836, ""c"": 3845911.875307484}"
292,"{""a"": 46462.80723857179, ""b"": 12684.212370597234, ""c"": -3688189.1669761604}"
293,"{""a"": 5963.935114601181, ""b"": -64657.46805378669, ""c"": 2150390.9134262907}"
294,"{""a"": 26882.669218421193, ""b"": -57430.443873884295, ""c"": 430330.2509669697}"
295,"{""a"": 1046.1559177014146, ""b"": 71772.04596722219, ""c"": -2906338.140804808}"
296,"{""a"": -9377.68193273413, ""b"": -55608.30518382208, ""c"": 2846058.9045425933}"
297,"{""a"": -55307.66403407129, ""b"": -14468.148291125763, ""c"": 4373465.732824472}"
298,"{""a"": -5238.740155432989, ""b"": -70460.94639070943, ""c"": 3148740.1051974474}"
299,"{""a"": 20448.79809294383, ""b"": -3257.600959187308, ""c"": -1273266.2172526554}"
300,"{""a"": 31431.778393651563, ""b"": 44023.70363031297, ""c"": -3895217.2519486863}"
301,"{""a"": 56699.780884615735, ""b"": -21586.879274986495, ""c"": -3037921.1277081454}"
302,"{""a"": 66201.0566787558, ""b"": -3078.7708034236275, ""c"": -4422479.941446084}"
303,"{""a"": -9421.1591349419, ""b"": -71775.57182844514, ""c"": 3487262.286815721}"
304,"{""a"": 54930.98204864657, ""b"": -19342.920434388972, ""c"": -3000258.245484344}"
305,"{""a"": -19159.042819533923, ""b"": -60082.58618605869, ""c"": 3693362.849993626}"
307,"{""a"": 34633.29275917324, ""b"": 58779.166635329195, ""c"": -4698363.536739}"
308,"{""a"": 57189.125435016926, ""b"": -1186.632468896947, ""c"": -3878248.6056529055}"
309,"{""a"": -59717.51355014869, ""b"": -30286.792309472294, ""c"": 5296773.711591802}"
310,"{""a"": -14741.5980895268, ""b"": -70134.82728564598, ""c"": 3787646.999720101}"
311,"{""a"": -43007.438306616845, ""b"": -2466.127250921476, ""c"": 3051976.9377716985}"
312,"{""a"": 44976.01373992986, ""b"": 7402.892608163165, ""c"": -3377298.301358062}"
313,"{""a"": -38016.45082042108, ""b"": -61230.766866319005, ""c"": 5036145.181490478}"
315,"{""a"": 55390.08829551541, ""b"": -569.3098242922424, ""c"": -3774009.050792735}"
316,"{""a"": -20525.12578910703, ""b"": -65755.36447605469, ""c"": 4011527.4640351194}"
317,"{""a"": 24732.245959187025, ""b"": 57846.055722975216, ""c"": -3981808.356839428}"
318,"{""a"": -48153.4561721511, ""b"": -2516.458385697595, ""c"": 3409647.2194750803}"
319,"{""a"": -45881.42316831583, ""b"": -59120.06681973528, ""c"": 5491702.964530222}"
320,"{""a"": -33997.82798465947, ""b"": -50744.069972498044, ""c"": 4345442.536782092}"
321,"{""a"": -45424.43792277946, ""b"": -45609.57594481055, ""c"": 4927563.398803983}"
322,"{""a"": 6085.509686825895, ""b"": -74562.03127092234, ""c"": 2533849.443412345}"
323,"{""a"": 33977.0378229845, ""b"": -48786.53974350575, ""c"": -401569.43803531805}"
324,"{""a"": 42856.69997214461, ""b"": -11564.580276549576, ""c"": -2483376.131842855}"
325,"{""a"": 44876.04500882212, ""b"": -6809.417789703133, ""c"": -2806045.527353688}"
326,"{""a"": 57209.30640266244, ""b"": -17459.00866660218, ""c"": -3233412.800568389}"
